0.683585	0	0
0.695697	1	1460
0.695906	1461	1460
0.696864	2921	1460
1.027162	4381	1460
1.027347	5841	1460
1.027469	7301	1460
1.226144	8761	1460
1.226363	10221	1460
1.358515	11681	1460
1.358654	13141	1460
1.358894	14601	1460
1.562419	16061	1460
1.562561	17521	1460
1.562711	18981	1460
1.689784	20441	1460
1.689973	21901	1460
1.690096	23361	1460
1.690499	24821	1460
1.690622	26281	1460
1.690744	27741	1460
1.894025	29201	1460
1.894026	30661	1460
1.894133	32121	1460
2.020896	33581	1460
2.021151	35041	1460
2.021274	36501	1460
2.021414	37961	1460
2.021519	39421	1460
2.021642	40881	1460
2.021853	42341	1460
2.022039	43801	1460
2.022163	45261	1460
2.231123	46721	1460
2.231346	48181	1460
2.231483	49641	1460
2.231686	51101	1460
2.231809	52561	1460
2.352393	54021	1460
2.352659	55481	1460
2.352865	56941	1460
2.353085	58401	1460
2.353293	59861	1460
2.353415	61321	1460
2.353539	62781	1460
2.353666	64241	1460
2.35379	65701	1460
2.355286	67161	1460
2.355409	68621	1460
2.355531	70081	1460
2.355655	71541	1460
2.355777	73001	1460
2.355901	74461	1460
2.562691	75921	1460
2.562957	77381	1460
2.563089	78841	1460
2.563218	80301	1460
2.563776	81761	1460
2.563777	83221	1460
2.683897	84681	1460
2.684136	86141	1460
2.684394	87601	1460
2.684784	89061	1460
2.685466	90521	1460
2.685588	91981	1460
2.685711	93441	1460
2.685835	94901	1460
2.685956	96361	1460
2.686087	97821	1460
2.686202	99281	1460
2.686326	100741	1460
2.686448	102201	1460
2.686573	103661	1460
2.686695	105121	1460
2.686819	106581	1460
2.686941	108041	1460
2.687079	109501	1460
2.687187	110961	1460
2.687311	112421	1460
2.687433	113881	1460
2.687557	115341	1460
2.687679	116801	1460
2.687803	118261	1460
2.895077	119721	1460
2.895081	121181	1460
2.895082	122641	1460
2.895083	124101	1460
2.895084	125561	1460
2.895175	127021	1460
2.895572	128481	1460
2.89592	129941	1460
2.8961	131401	0
3.025592	132861	1460
3.025708	134321	1460
3.02591	135781	1460
3.026102	137241	1460
3.026224	138701	1460
3.026347	140161	1460
3.02647	141621	1460
3.026594	143081	1460
3.026716	144541	1460
3.026887	146001	1460
3.027009	147461	1460
3.027142	148921	1460
3.027264	150381	1460
3.027391	151841	1460
3.027514	153301	1460
3.027638	154761	1460
3.027759	156221	1460
3.027884	157681	1460
3.028013	159141	1460
3.028155	160601	1460
3.028317	162061	1460
3.028472	163521	1460
3.028672	164981	1460
3.028796	166441	1460
3.028918	167901	1460
3.029056	169361	1460
3.029179	170821	1460
3.02935	172281	1460
3.029478	173741	1460
3.029602	175201	1460
3.029724	176661	1460
3.029847	178121	1460
3.02997	179581	1460
3.030132	181041	1460
3.030338	182501	1460
3.030463	183961	1460
3.226251	185421	1460
3.226467	186881	1460
3.226691	188341	1460
3.226871	189801	1460
3.226993	191261	1460
3.227117	192721	1460
3.22724	194181	1460
3.227363	195641	1460
3.227586	197101	1460
3.356839	198561	1460
3.357125	200021	1460
3.357292	201481	1460
3.357422	202941	1460
3.357574	204401	1460
3.35771	205861	1460
3.357841	207321	1460
3.357963	208781	1460
3.358111	210241	1460
3.358226	211701	1460
3.358355	213161	1460
3.358548	214621	1460
3.358672	216081	1460
3.358794	217541	1460
3.358918	219001	1460
3.35904	220461	1460
3.359164	221921	1460
3.359297	223381	1460
3.359421	224841	1460
3.359611	226301	1460
3.359735	227761	1460
3.359857	229221	1460
3.359981	230681	1460
3.360264	232141	1460
3.360387	233601	1460
3.360509	235061	1460
3.360634	236521	1460
3.360756	237981	1460
3.361127	239441	1460
3.361249	240901	1460
3.361373	242361	1460
3.361495	243821	1460
3.361839	245281	1460
3.362355	246741	1460
3.362688	248201	1460
3.362974	249661	1460
