0.36448	1
0.683606	1
0.695919	2921
0.895014	4381
1.027362	7301
1.22616	10221
1.358545	13141
1.358903	16061
1.562574	18981
1.689805	21901
1.690105	24821
1.690629	27741
1.892045	29201
1.894052	32121
2.020921	35041
2.021282	37961
2.021525	40881
2.02186	43801
2.022174	46721
2.23136	49641
2.231696	52561
2.352425	55481
2.352872	58401
2.353301	61321
2.35355	64241
2.3538	67161
2.355419	70081
2.355667	73001
2.355911	75921
2.562973	78841
2.563227	81761
2.563791	84681
2.684151	87601
2.684796	90521
2.685598	93441
2.685844	96361
2.686099	99281
2.686337	102201
2.686582	105121
2.68683	108041
2.687089	110961
2.68732	113881
2.687568	116801
2.687813	119721
2.895129	127021
2.895586	129941
2.896111	132861
3.02572	135781
3.026113	138701
3.026354	141621
3.026605	144541
3.026897	147461
3.027152	150381
3.027402	153301
3.027647	156221
3.027894	159141
3.028166	162061
3.028482	164981
3.028806	167901
3.029067	170821
3.02936	173741
3.029611	176661
3.029859	179581
3.030141	182501
3.030473	185421
3.226486	188341
3.226879	191261
3.227124	194181
3.227375	197101
3.356868	200021
3.3573	202941
3.357586	205861
3.357851	208781
3.358122	211701
3.358367	214621
3.358681	217541
3.358928	220461
3.359176	223381
3.359431	226301
3.359745	229221
3.359991	232141
3.360398	235061
3.360644	237981
3.361139	240901
3.361383	243821
3.361849	246741
3.3627	249661
3.557867	252581
3.558137	255501
3.558368	258421
3.558612	261341
3.691158	270101
3.691297	273021
3.691544	275941
3.691871	278861
3.692034	281781
3.692345	284701
3.692595	287621
3.69284	290541
3.693087	293461
3.693352	296381
3.693834	299301
3.694285	302221
3.69486	305141
3.695106	308061
3.695351	310981
3.695598	313901
3.889146	316821
3.889375	319741
3.889786	322661
3.889912	325581
3.890174	328501
3.891135	334341
3.891355	337261
4.022467	340181
4.022799	343101
4.023007	346021
4.023402	348941
4.023651	351861
4.023895	354781
4.024261	357701
4.024703	360621
4.024948	363541
4.025506	366461
4.025785	369381
4.026056	372301
4.026408	375221
4.026656	378141
4.0269	381061
4.027153	383981
4.027476	386901
4.028678	389821
4.029358	392741
4.030929	395661
4.031174	398581
4.031435	401501
4.03211	404421
4.032584	407341
4.033164	410261
4.033547	413181
4.227494	416101
4.227731	419021
4.22799	421941
4.228299	424861
4.22855	427781
4.229163	430701
4.229573	433621
4.229814	436541
4.230065	439461
4.230423	442381
4.230676	445301
4.353623	448221
4.354111	451141
4.354395	454061
4.354862	456981
4.355581	459901
4.3564	462821
4.357028	465741
4.357321	468661
4.357802	471581
4.358049	474501
4.358294	477421
4.358739	480341
4.358986	483261
4.359432	486181
4.359679	489101
4.359925	492021
4.36019	494941
4.360434	497861
4.360682	500781
4.360934	503701
4.361343	506621
4.361586	509541
4.36188	512461
4.362329	513921
4.362449	516841
4.362693	519761
4.362941	522681
4.363186	525601
4.363432	528521
4.363679	531441
4.363924	534361
4.364171	537281
4.364417	540201
4.364694	543121
4.364972	546041
4.365221	548961
4.365464	551881
4.365794	554801
4.366041	557721
4.366296	560641
4.564047	563561
4.564288	566481
4.564547	569401
4.564803	572321
4.565055	575241
4.565428	578161
4.56601	581081
4.566258	584001
4.566583	586921
4.567184	589841
4.567416	592761
4.567661	595681
4.567907	598601
4.568156	601521
4.56842	604441
4.568666	607361
4.68478	610281
4.685041	613201
4.686186	621961
4.68638	624881
4.686936	627801
4.687377	630721
4.687622	633641
4.688245	636561
4.688489	639481
4.688734	642401
4.68908	645321
4.689366	648241
4.689622	651161
4.689906	654081
4.690201	657001
4.690641	659921
4.690898	662841
4.691195	665761
4.691439	668681
4.691684	671601
4.69201	674521
4.692253	677441
4.692501	680361
4.692941	683281
4.693371	686201
4.693617	689121
4.693864	692041
4.694201	694961
4.694556	697881
4.695143	700801
4.695634	703721
4.695979	706641
4.696226	709561
4.705157	712481
4.705514	715401
4.705735	718321
4.706187	721241
4.706718	724161
4.706999	727081
4.707251	730001
4.707569	732921
4.707816	735841
4.708061	738761
4.708371	741681
4.708618	744601
4.708968	747521
4.709215	750441
4.709462	753361
4.709751	756281
4.710012	759201
4.710258	762121
4.710518	765041
4.710946	769421
4.711231	772341
4.711499	775261
4.711743	778181
4.711989	781101
4.895235	784021
4.895509	786941
4.895776	789861
4.896071	792781
4.896369	795701
4.896615	798621
4.896863	801541
4.897147	804461
4.897414	807381
4.897763	810301
4.898008	813221
4.898254	816141
4.898501	819061
4.898746	821981
4.899144	824901
4.899391	827821
4.899636	830741
4.900054	833661
4.900302	836581
4.900546	839501
4.900793	842421
4.90104	845341
4.901288	848261
4.90153	851181
5.015956	854101
5.016267	857021
5.016557	859941
5.017311	862861
5.017562	865781
5.017826	868701
5.018074	871621
5.018319	874541
5.018618	877461
5.018927	880381
5.019173	883301
5.019418	886221
5.019665	889141
5.01991	892061
5.020199	894981
5.020441	897901
5.020744	900821
5.020991	903741
5.02133	906661
5.021606	909581
5.021998	912501
5.022261	915421
5.022507	918341
5.022754	921261
5.023	924181
5.023289	927101
5.023536	930021
5.023824	932941
5.024648	935861
5.024944	938781
5.025221	941701
5.025606	944621
5.025888	947541
5.026135	950461
5.026379	953381
5.026678	956301
5.026948	959221
5.027205	962141
5.027459	965061
5.027858	967981
5.028099	970901
5.039072	975281
5.039441	978201
5.039708	981121
5.039962	984041
5.040262	986961
5.04051	989881
5.040754	992801
5.041	995721
5.041275	998641
5.041608	1001561
5.041849	1004481
5.04215	1007401
5.042395	1010321
5.042641	1013241
5.042889	1016161
5.043134	1019081
5.04338	1022001
5.043626	1024921
5.043871	1027841
5.044118	1030761
5.044365	1033681
5.04461	1036601
5.044856	1039521
5.045103	1042441
5.226634	1045361
5.22687	1048281
5.22712	1051201
5.227376	1054121
5.227727	1057041
5.228014	1059961
5.228272	1062881
5.228519	1065801
5.228766	1068721
5.229456	1071641
5.229702	1074561
5.22995	1077481
5.230215	1080401
5.230544	1083321
5.230866	1086241
5.23111	1089161
5.231357	1092081
5.231604	1095001
5.231848	1097921
5.232128	1100841
5.232404	1103761
5.232655	1106681
5.232902	1109601
5.233222	1112521
5.347381	1115441
5.347767	1118361
5.348012	1121281
5.348604	1124201
5.348932	1127121
5.349258	1130041
5.34955	1132961
5.349797	1135881
5.350095	1138801
5.350346	1141721
5.350586	1144641
5.351307	1147561
5.35155	1150481
5.351851	1153401
5.352132	1156321
5.352435	1159241
5.352681	1162161
5.352935	1165081
5.353179	1168001
5.353455	1170921
5.353723	1173841
5.355414	1176761
5.35566	1179681
5.355962	1182601
5.356252	1185521
5.356522	1188441
5.356827	1191361
5.357114	1194281
5.357373	1197201
5.357634	1200121
5.35797	1203041
5.358217	1205961
5.358537	1208881
5.35878	1211801
5.359078	1214721
5.359325	1217641
5.359567	1220561
5.359814	1223481
5.360064	1226401
5.360311	1229321
5.360552	1232241
5.370425	1235161
5.370691	1238081
5.370937	1241001
5.371192	1243921
5.371468	1246841
5.374781	1249761
5.375359	1252681
5.375601	1255601
5.375848	1258521
5.376143	1261441
5.376387	1264361
5.376634	1267281
5.377019	1270201
5.377266	1273121
5.37751	1276041
5.377982	1278961
5.378228	1281881
5.37847	1284801
5.378717	1287721
5.378992	1290641
5.379321	1293561
5.379568	1296481
5.379886	1299401
5.380134	1302321
5.557781	1305241
5.558014	1308161
5.558277	1311081
5.558604	1314001
5.558933	1316921
5.559317	1319841
5.559577	1322761
5.559892	1325681
5.560158	1328601
5.560717	1331521
5.560977	1334441
5.56127	1337361
5.561517	1340281
5.56179	1343201
5.562072	1346121
5.562417	1349041
5.562657	1351961
5.562927	1354881
5.563174	1357801
5.563419	1360721
5.563796	1363641
5.564043	1366561
5.564296	1369481
5.564542	1372401
5.678583	1375321
5.679071	1378241
5.679314	1381161
5.679896	1384081
5.680168	1387001
5.680461	1389921
5.68075	1392841
5.681063	1395761
5.681337	1398681
5.681596	1401601
5.681904	1404521
5.682542	1407441
5.682789	1410361
5.683091	1413281
5.683362	1416201
5.683641	1419121
5.683906	1422041
5.684241	1424961
5.684487	1427881
5.684732	1430801
5.685028	1433721
5.686637	1436641
5.686897	1439561
5.687235	1442481
5.687477	1445401
5.687767	1448321
5.688021	1451241
5.688273	1454161
5.688512	1457081
5.68885	1460001
5.689477	1462921
5.68972	1465841
5.689966	1468761
5.690258	1471681
5.690502	1474601
5.690843	1477521
5.691119	1480441
5.691432	1483361
5.69168	1486281
5.691925	1489201
5.692176	1492121
5.701599	1495041
5.701845	1497961
